 approach_a , approach_b 
392235.3222,2069810.033
478452.6232,0
270176.0331,1457083.336
94571.58188,0
772841.562,8196602.458
639996.7897,9629813.946
640452.6219,0
643380.0944,9343159.672
0,0
208297.9295,0
0,7645921.623
133694.1242,0
2542593.557,0
680042.059,0
250110.9381,0
232281.8223,0
319049.9307,0
0,0
709985.8829,0
0,5198743.228
982077.9441,8980701.205
1614451.996,0
0,0
763643.856,0
0,0
2934930.876,0
127638.2982,0
407707.9565,0
971739.1443,0
3741447.186,0
260524.3143,0
1129826.195,0
291714.4494,0
1202845.23,3762433.644
325769.0952,8125912.315
258540.0105,0
1550411.494,0
327610.0299,0
720510.4656,0
610133.3363,0
505390.3602,0
894241.0704,0
75069.059,0
1029730.56,0
0,4799308.133
429160.0386,0
0,0
267156.5681,0
557637.2332,0
929757.8232,9219214.73
669430.1815,0
484102.6561,8673234.171
457985.2913,0
0,5046078.495
536845.9764,0
370458.6351,7285341.339
148288.4764,7907943.82
123074.4042,0
869534.9187,0
0,0
397949.1534,0
338611.5804,0
203578.415,6628574.391
607977.4707,0
435570.9127,0
404595.7691,0
0,0
2439544.765,0
0,0
128196.289,0
0,2271682.389
1392322.851,0
275518.4018,9887738.423
195230.3613,4941808.037
871463.3308,0
1607000.7,6526201.235
784640.7886,0
332635.9693,0
279753.0067,0
687800.6834,0
394216.5481,0
649249.2108,0
461568.344,5376621.938
359712.2054,0
516792.4833,6271127.07
350085.2687,0
348419.1885,0
273684.2498,0
804576.0196,0
548855.103,0
428860.1337,3577916.621
899972.5087,8597069.633
393172.7714,0
224447.01,0
909368.5773,0
1949085.175,1237423.078
669088.6327,0
253477.1119,0
1032025.228,0
250722.7562,5964377.85
579712.5623,0
0,2901460.202
788824.2991,0
1206819.71,6097014.637
326146.1635,10145736.22
1036097.078,0
694765.7314,0
0,0
1057510.874,8089952.842
523234.5085,0
323609.622,5435733.311
518020.6394,10173688.6
711551.7326,0
333533.6964,0
812778.8482,6126209.38
260111.2363,0
360815.3506,0
246637.0172,0
455912.9948,0
972170.9365,0
1696637.118,3284426.168
1477843.688,0
285626.2348,0
888305.5778,6781395.163
503486.4861,0
217180.3802,6881308.769
0,3659021.534
0,0
686186.5751,0
493164.0166,0
337644.128,0
428076.6219,0
837076.1832,0
184359.9819,0
303780.5023,0
630578.7334,0
1661963.591,9043921.019
456884.9491,0
0,0
0,6375442.048
0,0
614180.5391,0
655028.2039,0
300078.1078,10047882.61
431037.7403,6846602.68
1460767.328,1906183.66
539985.9359,0
761772.6134,0
670803.9807,0
1673620.274,0
322706.63,0
419527.2669,0
1229379.701,2043020.58
253851.6467,0
1501796.53,819313.9859
164576.2056,0
0,5998999.533
0,0
285631.8921,0
98481.10374,0
392388.0572,0
750175.952,0
728965.4272,0
235834.1559,0
646013.5244,0
1961493.896,7486096.727
508782.3077,0
469009.1332,14144496.16
1236628.308,0
240386.4189,0
414323.6129,10318987.1
0,1531620.634
1238757.099,5813383.543
0,0
323550.4405,0
364580.0015,0
2438098.11,0
336439.468,0
714330.3579,8663263.939
490692.1069,0
723892.4469,0
836112.6053,0
196345.1839,0
82397.87361,10566495.24
307797.8119,0
629461.9582,7227622.737
989051.5291,0
461495.1205,7673463.612
0,0
0,0
2464962.257,1664475.606
866859.4842,0
1070676.978,0
532230.8289,0
668075.6661,9767933.937
566333.5019,0
1076384.671,0
642983.9445,0
1301385.058,0
0,0
364650.8944,0
0,0
518860.2896,0
281156.8465,7069896.409
0,0
225108.5148,0
0,0
250314.5504,0
0,5342240.217
498344.0978,0
557800.728,8551902.944
143492.1154,0
0,0
0,5393255.88
391805.1069,7683775.41
1996630.416,0
333798.1362,0
0,0
273267.083,0
425702.2485,0
345831.7245,7127740.594
186756.3527,5914245.161
0,0
0,0
568009.3144,0
617170.3305,14640895.77
312344.9045,986228.0635
1763617.14,0
1239182.764,0
0,11267056.53
759775.8978,0
414188.5447,6587900.632
534002.6401,0
0,0
338473.7697,0
289930.1884,0
1003054.027,0
220737.5853,6725619.13
497742.2916,4015166.183
756886.0612,0
0,8980183.657
160963.3716,0
747651.702,0
0,0
429340.8302,0
512040.8599,3520451.938
353211.5314,0
54494.70754,7818047.153
827014.2825,0
580895.6722,5294316.404
430882.2628,0
263428.9952,0
2611819.449,0
482706.0283,0
278279.3284,0
332683.9927,0
1433707.664,0
987353.8091,0
608254.6766,0
626862.995,0
234405.1175,0
768683.9938,0
0,8991767.362
479809.7877,0
1349152.955,0
346238.9678,3246535.358
797682.3291,0
546209.2691,0
326389.1959,0
743599.3893,0
1002121.649,2459398.583
833123.0947,0
1225261.251,0
470446.231,2867215.445
692049.1111,0
358632.3568,0
486774.571,0
180814.2993,0
135001.8342,8042945.148
1102046.714,0
1930596.972,2053674.691
223899.1252,2844996.015
429058.2976,0
1476233.189,0
0,0
133065.3277,5995681.42
469494.2455,5388341.008
0,5632253.588
544482.0799,0
300517.3721,0
0,0
232458.0742,0
203593.9646,0
727080.6779,0
657226.9684,0
749078.9664,0
462428.4381,0
878554.8979,0
824813.4241,0
392758.2699,0
955389.7358,0
883075.2138,0
526189.0633,7451799.075
86105.12992,0
0,7282340.444
296862.5221,0
0,0
936351.3887,0
577312.9544,6851759.198
0,7596541.803
428398.0146,0
240934.7867,0
0,0
725231.2381,0
896933.2931,0
460811.7777,0
786908.1934,0
893676.2773,0
1012858.813,11313630.05
613312.0662,0
574758.0064,0
0,0
876127.8746,0
380928.6777,5290003.521
73921.19508,5767896.968
2056340.642,0
316080.5384,0
302207.0838,5775684.284
282653.778,6291297.564
0,6031751.758
687268.3443,0
118525.7442,5927808.461
835873.6961,0
0,0
838529.5606,0
2332949.141,6615980.372
3540683.099,0
0,0
84621.99579,0
171929.3996,0
175677.3952,0
459130.9928,0
419075.9087,8079066.085
2465151.792,0
730277.7917,0
713911.7967,0
103446.5529,0
593429.4992,0
252097.4294,0
897665.3449,0
0,0
2366316.191,0
0,0
750677.8911,0
204558.1138,0
319445.2594,0
530616.1515,0
2985096.037,0
401202.6779,0
162544.6119,0
435809.0117,0
1032007.493,11241538.39
195575.4276,0
535045.3284,0
355421.7439,0
87694.92937,0
385576.8696,0
1152417.351,5637519.221
402298.7965,0
422875.5717,0
691332.1306,0
716983.632,0
883106.5463,0
1287303.026,6648173.238
876683.4089,0
170317.8185,0
215268.5639,0
177735.5321,0
600989.1509,0
422855.4439,0
136902.3178,0
749512.8408,5523755.973
1556437.554,0
0,8286305.584
1163464.044,6520105.697
1109841.942,0
163663.6477,0
1170803.541,0
334084.0185,0
333579.957,8418179.898
826896.5887,0
817591.3656,0
504711.3701,0
223583.5998,7635041.889
786635.0592,5990664.977
104494.8295,0
807752.8477,1136726.133
0,0
531516.6658,12379394.62
854291.2929,0
244379.4836,0
675302.5753,0
1281156.633,0
441275.8786,0
487253.4415,0
0,2989614.55
0,0
551840.4937,0
285374.9831,0
910946.7953,0
476801.2335,13134046.11
486461.5073,6194193.363
626330.8694,0
1122876.892,0
228648.2818,0
864908.4099,7110994.482
305107.3008,0
213442.5668,0
777216.8991,0
791861.1164,0
425592.1513,0
275859.1283,0
427462.1348,0
0,0
0,0
0,0
364533.6452,0
496951.7632,0
983292.9981,0
690881.4144,0
771896.7366,0
69094.87351,0
735826.9774,0
436179.1642,0
270147.3597,3900163.57
207547.6888,3573389.09
114645.3632,0
408098.0416,4567759.162
1803208.244,0
168254.9771,0
779658.3439,0
1665719.621,0
1908412.728,0
0,0
821735.4655,9219596.156
0,0
290295.9507,10007758.13
128011.4001,0
0,0
0,0
473877.5346,2124962.481
107424.1148,0
140406.1088,0
208147.3769,0
0,0
412222.9888,0
374882.2107,0
494476.3986,0
925063.7087,0
704399.9562,5519991.999
1523661.989,0
3249796.347,0
297532.1937,2501045.189
357971.195,0
863761.0516,0
604875.9438,8783435.306
93853.63097,0
937093.101,10566286.42
505469.6106,0
592292.9646,0
376810.8432,4742174.101
354272.2472,0
305610.255,0
282845.3284,4591039.319
319979.2712,0
1806315.08,0
772353.0932,8969209.008
830770.586,6595608.986
995290.7103,1953327.633
245968.3126,0
930514.434,0
1477513.948,0
341535.2015,0
608548.3487,0
1358082.962,0
602939.9269,4556166.625
165318.0455,2239245.823
0,0
0,0
525157.737,0
726573.5405,0
290872.3367,4955984.202
647897.3159,0
517723.2191,0
433688.6238,0
197834.762,0
612105.5015,0
269936.6257,0
750452.0076,11312504.02
708301.8183,0
1280758.805,0
282642.5924,0
371563.9026,0
411751.5033,0
876022.6401,2836712.352
508831.6245,0
180689.1879,0
1592359.773,0
289834.364,0
558603.9077,10961312.57
422696.0952,0
284101.1825,0
911464.6549,0
560004.1346,0
745088.2133,0
849299.1785,0
435604.2649,0
311806.9684,5259485.195
122809.9583,4174535.423
390401.4072,0
554843.3483,0
307668.1315,0
490193.8271,0
366400.6924,0
666573.506,5046292.653
1449645.125,0
267268.0328,0
1407448.755,0
301883.4166,0
251071.6022,0
0,9884352.02
152415.9974,2315028.167
474826.5947,0
0,0
105368.0286,0
1234670.634,0
768679.4347,0
496677.2072,0
291545.3999,0
1089937.934,7837868.672
876603.4556,8337996.696
873314.6135,0
492230.5725,0
1453849.872,0
364498.6536,0
0,0
107663.5266,0
959566.9724,0
2437596.562,3899280.235
246520.9833,0
252392.1798,0
1158720.375,3458939.317
202374.2224,0
970684.6514,0
1077409.36,5365187.435
480820.9134,0
398984.1574,2818777.918
1741483.077,0
768328.7359,0
504748.9983,0
0,0
337884.864,3812435.489
0,6044555.466
0,6589046.891
2913473.757,0
1329293.957,4139988.915
333686.7606,0
772726.8397,0
337247.1689,0
1477100.267,6486406.556
540191.2634,0
1193528.615,0
281690.9142,0
234086.9372,0
655002.9862,0
448175.7229,4646532.006
89486.71848,0
2102051.907,0
2574826.449,6080041.768
294889.7987,0
532654.0221,7460645.852
776432.2613,3548662.301
0,0
626556.7722,0
0,0
789129.5826,12087827.37
388701.8671,0
1122516.987,0
662269.7849,10334153.67
1036189.867,0
617062.9605,0
767133.7993,0
430946.3564,0
223163.2766,0
1186441.125,0
147737.5961,1726634.747
0,0
579899.6674,0
368941.9415,0
159296.2566,0
79912.6954,0
131118.9517,7418040.534
1908626.896,0
361379.1873,0
67987.51305,2909420.836
1007366.772,0
281952.2113,0
209187.2312,0
562655.8241,0
977811.3376,0
421822.6326,0
270931.7053,0
1199808.709,6557750.587
511848.4442,0
0,0
255351.3205,0
127066.1556,0
99602.29712,0
0,0
203021.0796,0
205526.0645,4501766.228
261759.6816,4977318.422
428096.825,0
1116573.932,0
627351.7951,0
1056333.249,0
0,0
218597.7947,0
1297794.395,0
494873.0275,0
159164.2467,0
539964.8823,6975521.42
976134.0131,4068461.512
402378.3617,0
1670432.438,0
230436.9189,0
513537.8709,7125859.61
369457.953,0
419219.1366,0
216794.9153,4783654.383
0,0
154373.537,6430579.598
0,0
751339.8965,0
735297.245,0
0,0
842389.4095,0
331929.5402,6207640.623
681915.5853,0
234897.3259,0
534365.1149,0
269377.3041,0
0,0
1562786.199,0
398758.1987,0
1369036.771,0
140354.0836,0
511623.8473,2935761.883
222626.7949,0
2230509.801,0
1084931.89,9023684.44
0,0
71467.49433,0
478029.6152,0
0,0
446685.9658,9158293.683
609974.9709,0
443543.1637,12038281.32
701962.2452,0
310219.6615,0
3636859.965,7357814.077
1377602.692,0
730657.1584,0
910131.3515,0
1191279.932,0
110876.6867,0
1205878.152,0
1297893.231,6319369.637
0,0
724631.7726,0
189910.4662,0
1119173.865,0
196978.0635,6003839.693
388837.404,0
1087298.027,0
0,0
884462.7289,0
439184.1867,5607997.501
856207.775,0
672440.7284,0
229046.989,0
362316.2443,0
520652.5131,0
1469170.485,0
694255.2432,0
2368857.115,9054105.819
556737.7697,0
633316.3,0
1029478.115,0
252847.792,0
1291415.183,0
1804694.692,0
83732.0399,0
1825023.719,0
0,0
515844.8562,0
1696751.727,0
533894.5684,0
0,0
691740.4147,0
1001165.144,0
1337562.399,0
1562680.733,0
325696.5998,2096390.561
107277.0258,0
384853.0173,0
1701194.157,7946624.598
467817.0038,0
225513.6629,0
0,0
219413.1301,0
732121.4106,0
219876.8555,0
1637062.263,0
213271.7213,0
529518.9517,5783750.63
288096.8275,0
445086.0892,0
1071262.773,10259192.76
522509.1821,0
1231356.069,7308077.824
0,0
598368.8997,0
649294.6159,0
1369477.847,0
125497.6586,0
1175468.924,0
158938.8733,0
0,0
515451.0428,0
850953.156,5871470.834
565357.3622,0
1559009.852,7096598.163
115213.7244,0
942650.6143,0
1953280.139,9602105.703
299850.0908,0
1402509.566,0
1297884.594,0
670097.9752,0
169307.4101,0
1874127.929,0
270554.629,0
935066.9009,4685046.634
270207.6893,0
361848.6892,10770674.67
952407.9848,0
575472.5355,0
1011342.38,6037850.883
151514.3215,3516284.899
0,0
345954.5457,8543686.095
1462619.267,0
1005528.73,0
440995.3427,0
625218.0191,0
241047.7891,0
127651.3923,0
532630.732,0
96694.91381,0
620453.0223,0
0,0
680219.013,0
160471.8771,0
1298874.417,2235257.242
0,0
1457487.12,1459064.756
874046.8738,0
118363.4659,0
475885.0175,0
183180.6302,0
675032.1362,0
84811.01599,2530692.412
0,0
1348976.068,0
474293.1618,0
2590569.449,0
218140.0266,6970447.25
72736.22528,0
0,0
822188.7355,4296689.471
1906370.299,0
319945.1246,0
374254.9039,0
838733.2682,0
570528.0025,8162488.316
0,0
1490625.341,0
729499.3561,0
972953.3844,0
297133.548,0
385828.6803,0
972324.6551,10183188.04
0,0
505349.5157,0
177652.7729,0
722292.558,0
554015.7694,0
223991.7577,0
170521.5853,4254308.571
463910.9182,0
263641.3465,0
190621.2375,0
768442.2208,0
1191389.662,0
59442.9044,0
314828.3166,0
227989.6927,7025107.905
416521.4832,0
774706.4182,0
417410.5674,0
0,0
156224.0418,0
0,0
1136044.45,9895023.701
475330.6431,0
0,0
163274.3391,0
810369.5571,0
1254537.473,0
489217.0097,0
618986.9199,0
462658.6315,0
0,0
353085.1102,2382458.627
926882.529,0
439702.1319,0
480471.6713,0
636364.8311,2080390.02
1298566.618,6802425.266
1137894.807,0
688653.3845,0
354200.9924,0
935474.9071,0
893999.4097,0
479527.5185,0
430368.0536,5823083.769
839195.6493,0
1138136.411,1957055.222
0,0
837035.4352,3651492.685
508812.627,0
957721.4882,0
0,6540939.537
455208.4223,0
499955.2804,0
582407.4794,7371832.987
781980.6902,0
1634172.117,9215399.17
731323.2881,0
564792.2406,0
1815273.114,0
514841.0461,0
748267.1032,0
380410.2544,0
0,0
416354.8558,10148500.38
0,0
399347.5263,4845118.655
155939.302,0
820714.9163,0
344642.1452,11135790.4
1101617.896,0
402560.6062,0
0,0
1484526.84,6117662.468
275717.2952,0
458856.2268,0
1184452.002,0
831238.7806,0
210881.571,5988717.055
914793.6179,0
368303.6124,0
471920.2987,0
307114.3572,0
0,0
196679.0397,0
1682230.037,0
463698.6639,0
0,0
157315.1758,0
1683737.186,2595775.674
750652.2099,0
1401072.202,0
226643.0629,0
572702.7523,0
766696.0614,6328821.936
411635.2154,0
0,0
1947045.062,0
0,0
819348.9698,6244124.248
306507.9462,0
404101.1257,0
470190.1729,0
300328.3784,0
1286095.959,0
655936.2447,0
846152.5342,0
1040645.713,0
0,0
1580438.021,0
421918.1387,0
896574.6323,0
820281.398,0
386824.0092,0
615661.3715,0
789348.5892,0
244527.9954,0
475014.2475,0
842274.1264,0
925073.6916,0
0,0
3044166.466,9708900.07
1137369.042,0
0,5617173.787
534846.3141,0
0,0
190008.7729,0
0,0
0,0
202907.3374,12328947.01
700092.481,4294641.469
1035004.585,0
0,0
116952.8288,0
1229380.056,0
117034.2582,0
891485.4389,2930086.655
752659.9554,0
361782.2355,0
422321.303,0
969204.7408,0
711531.5012,0
467374.9205,0
0,0
522126.5441,0
613477.5009,0
971965.8017,0
686753.0747,0
1452910.234,0
0,0
254255.8004,0
441951.3197,0
1063745.713,0
79601.29355,6091496.202
0,0
258519.5613,0
251471.3179,0
420576.9591,11169392.54
126384.4161,0
0,0
831045.7669,0
0,0
138787.2443,8833904.982
0,0
0,0
582055.809,0
596154.9259,0
270667.0837,0
681749.7221,0
2248680.205,0
174263.8651,0
543222.0915,0
234313.6152,0
565567.7177,0
885360.4455,0
0,0
149130.1352,0
465681.6533,0
1718403.998,0
0,0
506816.9809,0
1275718.973,0
0,1865203.379
833762.4216,0
199887.4527,0
767965.4046,0
501752.6312,0
357773.4328,10722448.41
109795.2914,0
874358.6352,0
233782.427,0
1965249.179,0
708366.2484,0
1311902.203,0
637674.6658,0
166840.6595,0
243633.0428,0
754409.705,11272547.84
636981.6498,3674373.445
696505.3066,0
0,0
0,0
334614.0538,5733699.672
732307.3223,4965627.714
351049.757,0
984401.508,0
567558.292,0
0,0
2030572.35,0
248234.2053,6530899.11
0,0
0,0
541243.3599,0
423363.7469,0
145127.9785,0
636890.176,0
358021.0935,0
163388.6133,0
597535.9299,0
3036767.953,5585321.003
403746.353,0
628291.5155,9190235.751
366972.3556,0
467532.1506,0
0,0
395601.7176,0
209740.9506,0
732501.7006,0
1016829.002,0
417917.8276,2717312.6
650457.2099,0
411362.8083,0
565546.0173,0
474383.471,0
357550.6166,0
211536.0541,0
0,0
229609.7247,0
355574.7397,0
261818.125,0
305720.4915,0
0,0
358792.9024,0
1351813.332,0
1728956.664,0
845865.0071,0
1895065.534,0
0,0
1235116.737,0
714633.7939,0
669999.7406,0
623793.5634,0
695780.1958,0
209470.1423,0
161628.6669,3287493.125
1832182.923,0
1140320.171,0
0,0
0,0
0,0
100164.3897,12903974.78
848001.2765,0
311078.4972,0
641264.2602,0
551802.9473,5568481.638
820332.712,0
338342.3857,0
935479.5434,0
243104.7245,10090349.53
911793.3298,0
1091066.094,0
573286.0424,0
382769.0783,0
221766.791,0
403227.279,0
381164.3543,0
309099.5192,0
492914.8909,0
1433224.238,0
228089.9339,0
1238439.382,8370391.491
1170943.004,0
588071.9804,0
1154363.874,0
286113.7653,0
709403.0275,0
408615.9172,0
526881.0286,0
241183.2515,0
199365.5972,4860615.235
0,0
123791.6224,0
619628.5023,0
595105.8056,0
1394017.854,9574363.734
1177931.688,0
380461.526,13106865.79
504531.5481,0
0,0
123748.421,0
0,6512830.489
369812.0841,0
1165476.205,0
607030.4658,0
264373.2553,9369567.82
851358.811,392465.2226
233400.2927,0
199014.3721,0
1369955.324,0
0,0
998553.9068,0
1654437.665,0
1157654.778,9599826.54
833628.9767,3680424.618
224154.7903,0
439493.0256,0
387689.0698,2401071.64
121600.7884,0
0,0
1240454.926,0
0,5634473.921
0,0
684015.4039,0
119291.0559,0
348124.9166,4760187.346
608039.2751,0
0,0
609964.4566,1240082.315
503609.0348,0
55039.95038,0
137042.3969,0
625012.9279,4444822.877
909520.1506,4887910.455
87749.02946,0
1901768.194,0
265213.2969,0
318079.5785,0
391069.1358,3642072.244
1676301.882,0
0,0
173073.661,9568721.215
268654.7915,0
415824.7426,6434520.841
674544.0735,0
640802.6892,0
1354968.182,0
2556983.606,0
787721.3378,0
0,5363317.793
131907.4857,0
1064009.297,0
0,8198190.863
756224.5521,0
445365.4194,0
368601.2309,0
0,0
126761.8181,0
470566.6327,0
455296.2001,3345438.483
913041.6234,0
309232.3545,0
252480.5021,0
257185.1796,8246543.471
356737.6925,0
0,0
1344716.267,0
576273.109,6112376.994
514272.044,0
676019.2735,0
0,0
351994.8434,0
624121.6273,0
611626.1746,0
258555.9427,0
139637.9686,0
0,0
0,10532723.96
661592.0967,0
0,0
278340.9576,0
1207493.604,0
0,0
818349.0929,0
917867.712,2972012.301
512790.941,0
785549.9999,0
1064679.51,0
845366.3757,0
128661.6562,0
506325.0819,3963278.142
186908.3709,1955710.957
540871.5968,0
1077636.208,5510450.419
447056.0303,0
692184.9371,0
1838859.27,0
383432.8928,4093926.903
856515.2246,2559757.215
338625.9865,6254333.524
2044061.742,0
0,0
610742.2439,0
2311730.474,4600561.921
302300.0313,0
456833.7734,0
0,7588232.432
938841.1526,0
377005.9589,0
1484553.304,10128395.61
0,0
245406.853,0
3342705.111,0
0,1725010.871
630602.2985,0
375228.847,0
764811.2368,0
0,0
260851.3296,0
1525796.075,0
945152.366,10377574.84
471698.1559,0
1873758.518,0
217632.6739,0
731658.9016,0
126061.4799,0
220009.8996,0
865379.0939,5900943.28
672016.6698,10707918.4
1834008.286,0
2517006.665,0
152014.5008,7550366.261
376375.5731,0
486447.6839,0
543532.5849,0
438376.71,0
438426.3518,0
442314.313,0
661372.9767,0
664164.3663,0
221053.7523,0
311466.428,9380595.291
394351.4507,5372211.37
400385.7266,0
429409.5649,0
537202.4444,6381476.817
1029819.259,0
0,10029693.15
822348.4754,0
934088.9328,0
556916.7343,0
541239.562,0
2124890.768,0
1308304.894,0
343004.4206,0
332352.8919,0
0,0
238191.7584,0
0,0
0,2650821.19
939580.2834,7367241.847
183204.6773,8601540.932
704696.2943,0
967268.4289,0
697528.2207,2641820.296
523491.8192,0
166962.7793,0
604268.9303,7850860.774
1399449.868,0
0,0
0,7025834.288
670752.7688,0
439793.6433,0
545252.4016,4929606.347
311227.8263,0
2220045.936,0
0,7701459.322
229750.532,0
607419.3653,0
1486800.363,0
902476.1588,0
121563.2432,0
253105.782,0
232615.4856,0
144220.0205,0
482523.2242,0
744268.0674,0
490692.4375,0
249229.8147,0
474033.3891,0
468027.829,0
4220668.492,0
0,7388487.077
749058.6694,0
111731.0969,0
945686.7898,6959065.648
406002.8456,0
597679.6599,0
0,0
201066.2555,0
250210.0911,3323212.779
951024.8361,0
817230.8705,0
175963.4431,8726104.715
2267259.028,0
1302278.785,0
360754.5491,0
0,0
1306130.096,0
292183.7361,4758132.056
3033659.429,4220284.464
495312.6001,0
269028.8467,0
212873.5293,8514749.716
580360.3847,0
428663.5378,0
800429.7891,0
0,3030692.859
2505834.932,0
200097.5122,0
506278.5519,0
0,4326075.915
0,7454175.781
0,5961518.393
1830527.325,0
811566.7155,5254087.778
472001.9084,0
378061.3504,0
651280.4994,0
0,5664996.389
263690.6644,0
1034441.797,0
2483081.949,0
906931.7906,5217615.543
1288460.994,0
134865.8062,0
724642.6791,0
0,0
1067970.231,0
287655.1796,0
284585.7227,0
0,8512334.508
1134247.115,0
966810.747,0
0,5696569.642
482765.817,0
682919.6016,0
892565.706,0
353730.1206,0
730184.4778,0
0,0
1665438.922,6761429.024
288394.285,9778272.046
1576615.23,0
662632.0731,6848064.834
259733.0579,0
301799.2381,0
153864.2995,0
220485.3916,0
1022335.339,0
383740.0156,0
1248057.9,0
321234.4006,0
1246668.434,0
299969.1792,0
1827547.015,0
182569.0119,4643870.762
0,0
0,0
899396.2406,7445540.954
462736.4358,0
227072.2036,0
915724.0103,0
626608.6982,5243533.852
275852.5091,0
0,0
893684.4504,0
1415734.46,5072833.024
0,0
0,0
61469.86138,4093687.252
486956.799,0
1166764.927,3576231.198
513527.9657,0
0,4267586.61
387922.2941,0
1009347.327,0
388216.417,0
189209.873,0
724079.0845,0
936884.415,0
820244.6182,0
668456.1596,0
409764.4612,0
704780.0023,0
0,0
357145.9074,0
174399.4099,0
555517.8254,5651246.489
79193.85985,0
1097148.593,0
0,7484483.676
457046.9144,0
320099.7554,0
881399.587,7503070.842
0,0
909393.6352,0
2189244.102,0
177636.3314,0
206900.7277,0
413674.9371,0
1036575.263,0
341727.6312,4179827.238
1303591.867,0
364010.2254,0
315432.6074,0
466838.7296,0
676460.8296,0
759921.5389,0
0,0
1738369.495,0
735610.9187,0
1451026.408,0
0,0
632201.0538,0
971077.7437,0
492324.4785,0
404176.5492,0
578957.7687,0
0,0
275484.117,0
525441.052,0
2098621.532,0
1344853.308,0
306371.3927,0
789953.5322,0
401419.6458,0
714989.3098,0
1226304.469,0
2232639.681,0
0,6828791.468
466208.1099,0
1004861.323,0
1720596.076,9533234.687
603579.6877,0
538015.7247,0
288662.4229,0
3368047.177,0
242037.3758,0
769273.785,0
1238714.531,0
370564.3583,7737114.066
1670656.753,0
0,6079377.347
189013.8363,0
0,0
1159957.798,7883918.563
453992.3738,0
61785.27716,0
0,0
249810.7967,0
269795.713,8002342.756
361535.1504,0
322300.2793,0
762074.3182,0
939008.4505,0
1420094.148,0
0,0
298799.0332,0
0,0
123207.9019,0
425633.5173,0
289492.0868,7151580.104
341832.5202,0
739265.9389,0
369634.511,5441908.164
975854.8994,0
224181.1846,2559174.65
696108.1227,0
798254.4636,0
1893386.548,0
874576.3749,0
0,0
1594531.017,0
295336.2982,2498641.435
277057.9546,0
308680.125,3537580.406
416290.6662,0
1075072.494,0
449601.0676,0
509039.5476,0
960873.244,4095181.367
262850.855,0
0,6720415.136
1578828.38,4733254.629
192099.4174,4778280.879
1043231.723,0
1337906.481,8602175.064
482309.2372,11380787.64
864763.8391,0
662067.8579,0
708439.8269,0
744020.6633,0
197051.8733,0
1196893.739,0
439765.4152,0
686305.9519,0
835272.8051,0
447216.3197,0
363030.989,0
338967.0113,0
429456.746,0
397813.249,0
1033579.828,0
793797.8105,0
1588716.513,0
0,9540496.141
305390.7467,0
761477.1391,0
600311.3378,0
0,0
1017665.931,0
264490.7817,0
3026015.272,7759892.807
197238.4958,7272797.029
507636.6259,4048888.545
336094.1261,0
804046.9167,0
358832.6605,0
0,0
301002.4119,0
373798.4433,2570909.811
332674.7674,7282525.855
587969.3058,8398277.757
1066783.482,0
396750.4393,0
941472.6673,8032227.404
560814.5238,0
304683.255,0
172801.4887,0
207567.221,0
896697.3261,0
269044.4734,0
57540.54751,0
510935.5174,0
851708.5232,0
0,0
508861.4513,9383847.494
820031.2534,5565940.333
1555373.409,0
114440.7512,1357682.699
1301895.732,0
2511243.663,0
606532.0647,7738695.766
278614.6585,0
609613.0397,9365106.61
652911.8044,0
1585906.263,0
86383.01138,0
299536.8268,4671051.016
1251362.999,0
378453.515,0
100207.4615,8311235.333
0,2094745.37
1015216.294,0
439118.0731,0
412925.2727,0
648418.2616,5192906.418
440593.6758,0
183642.6911,0
1350653.014,0
907725.4107,0
252028.5993,4019014.282
958358.9952,0
475210.7385,10324555.17
0,0
1220619.183,0
325895.742,0
846584.6286,0
1213283.106,0
0,0
0,0
676916.2737,10081442.08
137347.1066,0
119334.6416,0
780667.4962,6919177.523
2046194.262,0
1194293.004,0
274518.0824,0
751269.5186,0
0,6739597.316
448212.6071,0
265117.884,0
996343.4887,0
2094684.136,0
139583.1539,0
1059443.054,652390.006
689676.2391,0
381173.4162,297991.986
1176261.821,0
813593.0915,0
0,13936560.57
606200.0939,0
1330425.423,9358844.089
525148.9303,0
779042.2325,5627730.17
207259.2132,0
439178.2211,7030031.352
446176.1221,0
654208.406,0
161605.8708,4527973.112
398694.6281,0
211640.1973,0
246360.3474,0
427487.5514,0
318481.0002,0
866970.9894,0
0,0
157331.5705,0
842941.0532,11353638.21
0,0
1664866.468,0
264624.2159,0
283651.1873,0
1085666.805,0
2714294.746,1844704.176
573767.4724,0
301645.9965,0
796980.061,0
333336.9758,0
279007.6943,0
650707.8072,0
1818795.768,0
329227.972,6887212.271
746434.1181,0
0,0
709930.1365,0
0,0
721534.1788,0
710381.2283,0
269965.0541,0
197810.7872,0
420214.0943,0
116906.8073,0
169409.1884,0
413745.5965,0
692994.9523,0
0,0
142215.0854,4598100.05
685588.9879,0
462699.0205,0
333807.4526,0
333329.1326,0
1046085.064,0
361112.6982,0
1197471.869,0
863940.8674,0
