 approach_a , approach_b 
452595.3686,0
392963.9284,0
1507322.583,0
295778.9033,7686971.885
1747902.976,0
1426888.972,0
571663.6863,0
476323.0164,0
446064.5549,0
362973.7224,0
390742.682,7413455.339
528806.67,0
948580.1561,0
0,0
0,4564165.596
1193477.771,0
732806.0386,0
393399.3724,0
0,0
308966.1985,0
738362.1583,0
512365.9794,5117720.391
1074556.622,0
452929.3624,0
406072.1202,4926288.985
98538.90059,0
0,0
195106.2192,0
1223112.181,0
0,0
336460.0772,0
348744.2666,0
646916.885,0
219960.6153,0
441437.0653,0
370116.2636,6169993.813
191051.8284,0
397853.5272,0
2080226.916,0
175471.2885,0
584953.9831,4824628.068
50766.04776,0
0,0
0,4930011.137
152909.4888,0
62101.42028,0
336331.3648,6162666.629
0,0
601598.4195,0
907232.3294,0
317380.7766,5672652.682
1075158.523,0
1184254.296,0
142307.1118,9187941.01
936219.3128,0
252344.8653,0
676784.5746,0
427523.2773,2649407.411
0,0
819139.0216,0
3983984.541,0
0,14388431.77
2378914.85,4595445.944
560895.5422,10877927.57
0,0
140322.6577,0
1198026.973,3849928.649
904960.8142,0
431702.3421,0
171220.4309,2036662.616
257391.9255,0
1066915.062,0
256917.6241,0
206973.0313,0
210133.266,4788188.376
816769.671,0
691882.1843,0
189366.2902,2041555.828
0,0
255884.013,9021464.01
147979.6562,0
232926.8697,0
1605400.164,0
1364645.336,0
521865.4483,0
530772.8307,0
1086258.668,0
1438732.658,0
242049.9905,0
1188329.474,0
940383.5078,7982735.311
2508595.477,0
0,0
1193490.829,0
558605.076,0
2714428.563,8469976.209
0,0
0,0
1372380.74,0
455149.8231,0
685731.3792,0
0,0
357743.3176,0
674704.1268,6555518.508
515100.805,0
317386.9873,11337285.04
423526.6553,0
0,9732048.201
374041.8517,11630998.34
878060.2562,0
461678.4071,0
931312.0937,3486503.323
583443.438,0
0,0
1175334.964,3964980.847
357190.4183,0
474480.4599,0
597262.7144,0
1147829.187,3739959.764
450733.4358,0
685917.8221,0
1587059.655,0
273362.1375,0
120439.0315,0
807941.2914,0
847626.5335,0
344826.6316,0
593035.1784,2287171.208
0,3885086.407
1113287.01,0
518666.2196,0
1545340.646,0
484690.8977,0
603936.6691,0
359822.3921,0
319869.5605,0
1196114.186,0
503732.1255,0
694203.0981,0
632281.0745,4235272.941
472450.6888,3301956.05
519325.2608,544852.2951
1893001.873,0
266394.2406,8556358.506
1096561.814,0
710568.6303,0
865651.6441,0
213873.038,0
2017159.795,0
1236095.593,0
910356.0067,0
627897.5787,0
371236.5677,0
452241.0539,0
530599.7782,0
332498.5626,0
846478.2089,0
83660.55269,0
820098.6997,6916767.068
0,5837997.147
808322.5653,0
1290851.705,5969042.304
1360105.449,0
1565957.703,6786366.379
790251.0772,0
148441.026,0
481425.014,0
1183785.474,3513422.798
157361.0922,6575544.89
718159.7217,0
0,0
1066759.384,5189166.761
564629.3907,0
360133.0772,0
86764.41355,0
421119.1318,0
430977.8663,0
2314307.965,0
0,0
1811226.35,7450954.007
0,0
717049.5332,0
2742180.599,8329927.118
1389572.268,3889873.018
0,0
244226.2354,5361384.393
1899844.839,0
660285.1069,0
1470679.919,0
300058.566,6749786.897
227172.472,0
786914.7876,0
187104.6209,0
461314.2337,0
477995.7298,0
428590.8292,0
1453014.264,0
318472.6687,4828036.569
0,0
936749.1352,0
2152034.696,0
0,0
751761.6444,0
87578.1486,0
407880.5987,8891674.765
506204.6323,0
75208.93549,0
475847.4068,0
0,8278377.262
0,7476613.196
638576.1939,0
0,5999907.122
595639.0762,0
508433.34,0
394035.1971,0
189914.7994,0
216252.5478,0
734772.2601,0
0,0
2580197.204,0
1051197.309,0
1224526.424,0
454628.7866,0
779151.4593,0
1288601.083,0
354325.1749,0
0,0
0,0
849630.5483,0
489859.8181,0
1480872.569,0
484819.4632,4731060.879
496546.6562,0
1037086.713,0
396641.6301,0
670966.3768,0
0,0
204182.6879,0
380955.9236,5430600.943
581934.2272,0
0,0
568456.9558,0
450209.3718,0
408889.0563,0
73664.26278,2541376.441
0,0
384506.0774,8432711.584
107173.2782,5438895.987
514316.8836,0
408891.6412,0
130458.0664,0
0,0
451119.7379,2821322.479
878614.7836,0
325152.3617,0
489824.4219,0
324143.1671,0
421153.2483,0
533911.6767,4716885.753
660372.8529,0
574604.4907,0
508536.0754,0
274096.5193,0
559618.0503,0
246670.879,0
808293.0719,0
210622.9935,0
83744.73142,0
491068.0696,0
497601.4886,0
0,0
165601.9375,0
255473.7867,0
560197.3072,0
1729488.304,2540871.817
0,9526181.994
102946.1947,6386717.525
359365.2479,6813107.905
697614.6573,0
310052.805,0
123313.709,0
315032.8263,0
225389.7293,0
1139669.131,0
236452.907,0
192305.4319,3246026.157
246806.1325,0
549592.7982,0
1682448.794,0
752093.7306,6723148.488
943239.6794,5449072.802
927726.7013,0
1051707.929,0
731532.8853,14574437.86
467249.1756,7329521.634
150296.1834,0
0,0
1340181.349,0
159663.8511,4308650.792
453346.9603,0
119832.8251,0
456024.3996,0
885557.2194,0
2029307.332,0
1009008.939,0
1362680.589,0
0,0
0,0
1987418.172,0
0,0
449081.8767,0
1677866.841,6138211.336
305595.3173,0
461508.3234,5579278.548
116116.7609,0
630466.8588,0
407053.3722,0
458064.8067,0
1403238.256,0
748003.3444,2320619.614
210538.6044,0
830314.3335,3143391.177
513599.2432,0
2738497.442,0
552994.4324,0
139765.1791,5728879.493
245751.1494,0
768634.3582,0
1446746.57,0
419256.6267,4192013.813
0,6042227.894
1266502.332,0
319914.9772,0
1156016.389,4489706.499
537596.5659,0
627781.3485,0
942912.8399,0
657168.3897,14500732.68
448213.5825,6534815.379
0,0
260388.7728,12777882.16
479355.0434,0
569661.0823,0
730018.0978,0
655381.8181,0
0,0
219871.7173,0
136772.5807,0
2055585.472,250573.7335
1298616.29,0
585717.406,0
0,0
57575.52819,0
638287.074,0
1410026.519,0
273396.9255,4130596.453
80969.35273,0
2006907.83,8669218.729
235719.1828,0
0,6018348.238
336397.9149,0
695664.537,0
216957.6638,0
494008.8501,0
306205.8478,1820059.5
1411723.41,0
1005744.933,0
0,0
0,0
852980.6133,0
449536.8126,0
0,0
392821.2,0
176700.2724,0
1186485.354,0
588503.6259,0
652968.1943,0
356338.7865,0
303772.4067,0
1275104.113,0
410118.6769,0
0,0
258802.6991,0
1095923.273,1849442.388
0,0
451615.0237,8116691.146
246078.3799,12310880.34
259027.4585,0
0,4974967.52
313050.7828,0
372326.9372,3635707.943
265046.6254,0
253504.1261,10350269.97
242762.9305,0
670842.2652,2424781.379
1730184.604,0
611520.301,0
1736355.065,0
895251.7582,0
152966.3259,10518775.35
324664.5104,0
176631.1597,0
1051337.947,0
277442.487,0
256301.7316,0
260988.9618,0
922851.4756,0
111642.6618,0
1439069.594,7076183.162
0,0
448018.3105,0
1124151.244,0
163123.7459,9076580.377
462703.2037,0
1719774.992,0
466737.9502,0
3659637.981,0
177579.6083,0
326206.7341,0
2298445.249,0
1342871.081,0
1872648.84,0
0,0
2017298.14,0
1485780.014,0
1081602.579,0
943955.6887,1573594.784
384331.372,0
332048.2708,0
978697.2142,0
601293.2181,0
366748.7306,0
105752.9729,0
149780.8223,0
470488.1496,3959504.056
2242088.32,11819905.11
496255.5836,0
270412.8482,3882024.213
880848.4594,0
756019.3299,0
256465.4428,0
230372.2465,0
281886.495,0
408875.0966,0
786663.8128,0
0,1648679.134
498187.4513,0
827264.7536,0
342609.3971,0
169367.2527,0
293813.4068,0
427909.3577,0
296034.4393,2323706.978
328828.1705,1058835.724
435972.5391,5113186.816
249131.2806,0
569632.7902,0
2213567.225,0
842270.9816,3665208.158
1361430.163,7235463.403
665690.5809,0
0,0
907454.9619,0
914801.754,5686170.298
345238.7051,10043634.31
553932.0294,0
1211591.555,6050667.585
319473.4499,0
824522.805,0
764482.6886,0
627815.1799,0
549003.801,0
707649.8535,13720932.28
220745.7903,0
0,0
0,0
898824.651,0
525602.5467,0
1539269,0
884091.1466,0
1334985.267,0
1122543.731,0
1612941.56,0
2434675.638,0
748621.986,0
374776.2228,0
441932.7273,0
0,0
224890.1211,0
693394.5713,0
795154.2502,0
292068.6866,9024685.233
295654.9626,0
249382.4741,5296783.457
872794.7993,0
1074050.318,0
0,0
581838.7014,5867834.952
2134166.387,8859142.299
685563.4729,0
521937.7563,0
535688.6537,9032732.372
387296.6881,4724683.151
291328.4771,0
577452.0216,0
0,6234250.329
413155.1775,0
436445.1939,3677449.296
266998.6714,0
637671.4479,0
0,2634886.759
380897.6207,0
188838.5724,0
525369.2531,7464189.163
770010.9038,0
71245.76077,0
1138785.078,0
896388.1325,0
654236.1946,0
207115.9432,0
931983.2408,4985882.023
1399792.677,0
710927.5192,11719597.33
967102.1221,0
157407.6258,0
828644.2877,0
442501.0835,0
849950.9277,0
0,0
236825.3734,0
618457.8215,0
266242.5314,0
223249.6365,0
395962.9864,0
231307.3727,0
361396.3309,0
834163.391,0
839752.4746,7345858.841
0,0
142527.6412,0
325207.4019,0
0,0
1093218.621,0
358685.3276,0
0,0
536960.1617,0
537608.6726,0
284705.0835,0
1513129.445,0
171742.779,0
728652.0548,0
440622.4067,0
183553.6294,0
798951.2664,4674212.228
0,0
464960.4092,0
159191.8079,0
270487.0098,0
348457.9517,0
2224947.355,0
485557.3993,7459746.174
922982.904,0
610608.9918,0
695050.7647,0
0,0
680200.4617,0
491975.2885,0
0,0
0,0
900879.2136,0
662485.7307,0
2740390.373,6482970.56
856630.1741,3280020.274
0,0
791729.5452,6525666.362
622718.3505,0
0,0
424055.5434,0
491201.3216,0
1305762.423,0
760534.1234,0
290713.9524,0
769498.0885,0
290372.4661,0
284188.4776,0
2240084.598,0
552852.5929,1520900.35
0,0
723537.8618,0
758835.7904,0
602979.2807,2840731.244
76580.04464,0
1747640.057,0
355696.7729,0
265949.6831,0
507408.2609,0
1568688.715,0
0,7969757.586
1154983.493,5678252.239
0,10277217.78
1255614.057,0
857646.6755,0
0,5537053.995
132267.0663,0
1033668.918,0
146369.9141,0
964555.6528,0
982649.9745,0
358826.2535,8280858.146
0,0
0,6160216.667
1011653.474,0
903893.9263,0
896218.7226,0
226075.4096,0
527728.7965,7587168.106
233791.4452,0
370558.4715,6781256.444
309420.3203,0
1504240.681,0
331343.318,0
0,0
762568.0926,0
616801.6924,0
394522.3794,0
0,0
0,0
440622.0127,0
662563.6401,0
279932.8933,0
1783616.663,0
677481.431,0
0,0
314521.0919,0
360080.5601,0
111827.0553,0
1493484.147,0
387419.0781,0
476888.5131,0
522371.5885,0
887342.4365,0
1846047.262,0
713941.5594,0
373668.401,0
1045687.284,0
121313.679,0
250923.5704,6639975.937
1247822.095,3251544.418
401247.8206,5408197.113
418106.2087,0
0,0
520238.0486,0
1342136.671,0
0,0
0,0
1183394.809,5583269.061
662274.9558,0
0,0
0,0
190081.1016,0
0,6867691.508
0,10721822.98
907163.7135,4961553.436
504265.9871,6430030.058
0,0
1166650.09,0
799303.6304,8469481.768
1051129.174,0
180557.048,1159328.204
0,0
1388571.515,6491939.864
60333.58737,0
527441.0346,8666224.287
900231.4049,7430370.058
142165.4168,0
1334124.773,5689738.419
175629.2481,3605517.658
441649.6642,0
2131652.395,0
1129368.144,0
774172.3739,0
103683.3231,0
281005.143,0
248459.1153,0
3218773.706,9196431.604
1701047.702,0
669607.368,0
167281.3966,0
98289.16139,4016694.66
868765.5941,0
1038003.077,0
468560.0286,0
872385.2046,0
257215.549,0
1550474.099,0
356594.816,0
918843.9768,0
1035328.025,8663478.485
651053.4271,10919982.37
627909.4088,624981.8656
303690.3583,0
239499.8334,0
482560.6049,0
491162.4875,0
64508.07822,0
1138167.521,0
842245.8849,0
544606.0998,0
1296393.188,0
1251817.181,8693967.391
2480395.787,0
823197.844,7679482.952
337765.8666,0
320909.2173,0
2034818.144,0
425735.5179,0
588690.4691,0
0,8973316.045
698402.4234,0
361501.7855,0
266566.284,0
95187.95378,0
137994.7877,0
284746.7276,0
98328.11354,0
1528845.577,0
0,0
261106.1491,0
1368358.769,0
880481.3571,2217136.185
0,0
1573780.629,0
189112.7434,0
617282.9371,0
257264.0336,0
0,12139971.07
1249204.512,0
0,8443654.839
2543833.654,0
0,0
641936.1781,0
569290.055,0
1638922.372,5809068.881
1598305.997,0
1023606.917,0
142440.7157,0
1055977.598,0
1114121.468,11070739.8
169043.7536,0
381129.6793,0
1318562.683,0
917676.9249,0
411015.2724,8506378.557
598568.5029,0
837100.779,5155753.383
571232.5368,2401449.831
1207261.984,6918607.253
925844.2736,0
475887.4672,0
839915.5541,0
238436.2323,0
745106.7212,2099033.03
1429220.361,1313082.852
504936.1073,0
331558.712,0
2084737.525,0
429523.0358,0
368581.0048,0
168022.4572,1868259.396
302682.8767,0
222759.6207,0
305744.7579,0
401744.5331,0
770533.2588,0
942525.2904,0
396495.797,0
132209.6535,0
1282753.981,0
216829.3752,4105446.048
134304.5506,0
1079827.806,0
3040834.029,5855824.587
134892.76,6891983.686
397327.8626,2215231.953
650406.5123,0
1306415.219,0
70415.33957,0
666143.6256,0
459517.0336,0
1146271.7,0
0,0
748279.5103,0
82735.75619,0
100723.3818,0
427943.6573,0
0,0
932478.3398,0
508633.9045,0
1308281.293,0
114469.9938,6465347.399
313092.0915,0
473696.8425,0
1537922.629,0
0,0
972652.839,0
0,0
260528.6887,5001564.302
407697.2341,0
911879.9279,7901102.081
684106.0668,0
229538.5606,0
452288.5987,0
1866383.399,0
1297358.748,0
397473.5473,4961280.01
0,11546203.2
1340838.491,0
600187.2523,0
360670.7714,0
494887.1554,7206767.044
826224.2364,4477193.831
0,0
607542.5058,0
0,0
689229.3595,0
468804.562,0
650896.8853,0
1871110.079,0
119653.0987,0
177109.5366,0
799655.5002,7544139.682
0,0
139404.5595,0
240404.554,2558983.887
0,5945570.169
323161.2985,0
505891.4585,0
375220.9862,5225201.823
203850.2796,0
541703.8193,0
442847.6421,0
271801.0509,0
698165.8154,9424161.648
436119.6549,0
1120790.231,0
659698.6445,0
429816.6771,0
119279.6492,0
245397.8448,0
1588978.945,0
81814.29859,0
352659.7474,6599253.349
1716873.381,2575948.485
287744.5555,0
364490.0834,0
0,5438618.901
211198.7714,0
461275.318,7662865.984
452568.8579,8099792.063
198908.2898,0
467655.1037,0
1921906.845,3125318.79
2542450.431,0
281471.4576,5017285.049
1296577.256,1151002.348
981426.2601,0
2831468.133,0
327664.8113,0
436707.5344,0
0,2799511.74
782018.9143,9260706.723
1475419.821,0
984981.7782,0
1245481.948,0
634160.7899,0
398192.1755,7990093.467
384368.5508,8437545.157
0,0
1042151.365,0
534845.2561,0
172110.654,0
490593.4019,0
936308.359,0
427515.0273,0
123148.4407,0
857620.7969,0
1221058.853,0
293894.0554,0
133624.5403,0
1041189.71,0
1009757.422,0
227027.3963,0
838769.1353,0
810419.2429,0
1567634.52,0
144325.3714,0
1173765.568,0
0,0
795667.0638,0
243272.3542,0
444460.0308,0
0,0
707585.0957,0
1201983.554,0
422163.0799,6551146.156
675609.7088,0
405360.3505,6463118.307
480453.5799,0
1116857.223,0
925226.9484,2823493.67
331732.6055,0
767920.0957,5459466.077
1058182.122,2720888.129
0,0
140649.3608,0
198772.3872,0
0,0
785702.1476,0
920934.876,0
328860.4275,0
364406.9491,2278609.834
349962.6122,0
529678.3776,0
2888179.016,0
0,0
583319.2702,0
203569.1637,0
0,6345028.706
667286.3397,1340466.552
83296.97693,0
275763.4599,0
359752.8427,0
390192.1196,0
237710.9817,0
550070.9069,0
0,0
178996.7913,0
1256126.342,0
593095.3405,7443092.105
0,0
0,0
543766.1526,0
381020.1178,0
475914.0208,0
0,0
369773.7017,0
1623390.746,0
450283.5083,0
909760.216,0
414569.9089,0
429058.2331,0
169248.6255,0
350303.2236,0
0,0
1355880.498,0
970934.5064,0
736862.6954,0
1101043.17,0
629120.7356,0
696613.3116,0
212700.1849,0
172404.2814,0
1171197.362,0
580376.4427,0
0,0
612422.0246,0
1000794.108,0
315927.7079,0
433921.341,0
1089338.029,0
563964.4097,0
163578.9449,0
396037.5718,0
1735027.988,0
0,4843734.133
2285076.605,4009592.954
1287591.112,0
1643858.707,0
103016.9218,0
164494.5476,0
0,0
511142.7895,0
208197.3757,0
402759.7273,4415801.702
357014.9101,0
77472.53081,0
582009.4126,0
674864.653,3935864.054
583723.6737,7108185.632
413386.5138,0
374637.9583,0
164400.7845,0
512633.1612,0
611308.0957,0
1837032.399,0
437912.5406,0
638133.8875,8866795.728
0,0
370370.717,0
1408938.581,0
0,6501239.462
0,0
934409.5801,0
2326081.674,0
0,6403556.452
461558.4442,7964125.296
392216.6267,0
201468.4175,0
341607.1173,8274149.528
763490.0285,0
666893.8014,1171202.898
420983.6539,0
0,0
402316.4785,0
898546.2679,0
0,0
776773.9936,0
485886.4068,0
293714.441,0
952425.3847,0
407084.3094,0
1458491.516,0
794574.9585,0
1899083.711,0
929538.7325,0
720078.3322,0
579263.488,0
0,0
282442.9964,8736695.692
398971.2938,0
2039888.998,0
1271995.644,0
303624.142,0
677247.0538,0
325236.8782,0
856439.3684,0
556896.031,0
1570214.596,0
0,2918450.204
659317.6863,0
0,0
239646.8183,0
511165.0121,5843521.687
649185.4544,0
970946.774,0
143866.6319,0
759704.6355,0
1516492.076,0
314460.5334,0
1076800.494,0
380924.6514,0
801519.2092,0
2603100.264,0
2117787.648,0
174399.014,1515691.658
0,4276719.34
554249.4356,0
182120.6429,8609028.002
496301.4031,0
0,0
239772.1674,0
165096.7303,0
981104.6566,0
0,0
0,6570778.718
882428.217,0
92545.66491,3487746.64
2003173.522,0
473807.4809,0
2759602.689,0
0,4421412.327
0,0
169497.522,0
546778.1239,0
696614.9722,11742856.95
132952.6237,0
666336.2426,0
331476.2511,0
305627.9497,0
582711.466,0
960962.5541,7328968.849
506848.3051,0
935222.6967,11431871.4
0,0
1310702.122,0
1926441.875,0
1129113.566,0
316374.8529,0
677736.6907,0
609168.6727,0
261158.2059,0
0,0
728748.1023,4595916.757
1179776.631,10449010.01
802655.2321,5379415.139
466834.9584,0
0,0
452145.0587,6309720.516
1548313.557,0
315758.5097,0
291567.6202,0
1107228.318,0
1179387.922,0
323482.8896,0
0,0
999948.8185,0
423376.6896,7510040.343
549543.8525,0
0,0
2091890.097,5172476.394
330033.829,0
284840.0494,0
391583.6724,0
492849.9869,4592945.176
386180.4503,0
470925.9701,0
2911772.317,0
834679.5431,0
199159.2097,4446881.864
861752.9699,0
0,0
562210.3907,0
328519.9848,0
2413177.336,0
433675.4522,0
87607.17962,9054964.084
0,0
503278.5143,5909464.049
0,0
403096.1435,0
158292.1437,0
282945.1868,0
389481.9454,0
288346.3462,0
0,0
635721.2096,4757992.278
792845.9565,0
967127.5899,0
432079.3122,0
369613.5113,0
486940.7123,0
582601.3075,0
690838.4197,11061248.8
528228.0842,0
143034.0681,0
1114926.969,0
64850.63981,0
714489.0419,8538452.288
372551.6357,3008091.262
309024.0945,6407998.658
135926.4602,0
0,6049677.222
1197727.906,0
674317.3638,0
166683.979,0
217750.5423,0
204711.7058,0
1034269.639,4171016.244
482296.6532,14793051.72
400183.4293,0
221884.2301,0
1739474.572,0
1335582.498,7911739.293
579422.2289,0
342733.2287,0
676318.7609,4391591.114
648874.2477,7958833.78
449338.0074,0
774035.1743,0
374894.4055,0
873177.1605,0
0,0
0,0
489112.9455,0
394759.4384,0
393752.4977,0
782437.8861,4245361.291
79332.01688,0
0,0
542593.8059,0
1098076.786,0
1562933.737,0
418764.3342,2379192.85
601100.6302,0
249896.9863,0
2328963.137,11244528.39
1186764.67,7811820.919
572299.994,0
1110944.247,0
459809.866,0
475702.0247,0
105518.781,0
4356351.994,0
0,0
934139.8434,0
468297.9262,0
298800.5341,0
520820.6562,0
1087839.886,2223565.321
969454.7895,0
42043.16306,0
1039703.643,0
1003838.414,0
332404.1922,0
0,4190735.227
0,7572109.155
263999.7719,0
418865.5131,7945170.167
243826.7931,9423271.284
162619.135,0
358946.7282,0
394703.3224,0
0,0
315871.6108,3046145.507
731374.3616,6629723.201
1438307.106,0
499026.7743,4941117.56
1193333.965,0
527322.2295,0
0,0
622991.9154,4866864.367
772828.7355,0
1226828.143,0
1261052.139,11041315.89
1298664.493,0
203516.0136,0
1019783.542,621152.2287
1621178.453,0
0,0
889647.319,0
493655.2878,0
1501245.138,0
298401.3161,8897435.61
941735.2106,3910761.618
0,0
475630.9174,0
321434.8071,0
0,0
1204752.507,3928066.606
295813.2208,0
1099962.161,0
517852.1321,3421706.047
0,0
952783.6635,4990507.498
1998473.478,0
1149835.886,0
154513.8188,0
0,0
1038425.596,0
524537.3846,6543371.954
399220.8485,0
813411.468,0
1768323.436,12003555.81
0,0
637093.7866,0
1447349.106,0
0,0
361366.1388,0
1224181.198,858544.4308
1165191.603,0
504589.9543,0
321001.8106,0
1012808.489,0
262470.8766,0
380304.0497,0
991939.3153,0
0,0
705606.1953,0
0,0
395441.4597,5316838.161
0,0
298904.2648,0
517167.5395,0
2359501.585,0
657586.3377,0
122087.3002,0
1046347.95,8301780.519
632005.5768,0
841078.1714,0
320173.3065,5837572.75
1206189.064,0
2552628.411,0
1197465.067,0
141388.2439,0
2044255.352,0
408393.879,0
0,0
351285.2932,0
0,0
1052618.33,0
168261.4204,0
932415.2348,0
442810.1482,0
264971.1552,0
1546631.943,7084189.379
201127.7922,0
1664018.005,10466332.87
1376434.12,0
870441.2711,0
939476.1927,4112613.678
287563.4799,9549612.218
201258.9509,12390466.11
500106.6194,0
451597.3604,0
1360102.057,0
656829.5602,0
1082029.775,7217093.521
671887.1607,4743960.114
557692.2505,0
0,0
683752.7749,4290086.399
165276.7772,10147877.28
2434113.302,0
332369.1413,1804812.037
331232.2509,0
794796.1858,0
623126.5228,0
313880.5881,0
757635.2276,0
1435055.218,0
0,0
1657751.068,0
730194.0864,13079257.68
3058427.404,0
543573.0905,0
330252.849,0
853150.7328,0
1974498.098,0
275778.7323,0
1054015.411,0
272979.995,8651997.109
1714973.917,0
1385639.388,0
414666.8936,0
473972.524,0
201589.1961,0
418976.561,0
495754.3715,0
1063787.357,0
0,0
286831.1065,0
945246.2444,0
1512384.42,5915012.936
176193.7391,11817581.8
309844.3926,0
301970.058,0
1402199.006,0
1830670.253,5253707.406
1771173.297,0
315194.201,7879592.5
0,0
497581.8466,0
1567643.512,5926435.374
1592277.608,0
151744.0356,0
436363.2144,0
829624.192,0
868810.3982,0
0,0
1164625.671,0
0,0
576865.13,5050560.887
832652.5826,0
362836.4707,0
1746591.689,0
682034.3151,0
1789493.656,0
960589.4502,0
294017.2069,0
562330.3153,8297674.442
311739.5711,0
0,12684930.13
973360.8714,3574279.019
0,0
285042.7341,0
898305.7369,4523961.418
535381.64,0
2544033.902,0
975539.2699,0
652140.2164,0
0,0
791224.5388,0
0,0
1113180.993,0
0,7452179.738
650830.5516,0
99975.20513,4357827.637
231550.5561,0
557661.3824,0
557787.4729,12287826.96
0,0
303988.6639,0
341521.348,0
422856.3535,0
221016.5341,0
136723.1044,0
0,2710454.006
2040632.899,0
340300.2653,0
522652.1944,0
142042.9348,0
117124.7674,0
759052.3031,0
0,0
488025.4505,0
420463.0489,0
0,0
583679.7695,4740180.847
165204.5327,0
311905.5566,0
350067.9071,0
1439472.58,0
0,0
531777.1928,0
2982570.496,7985205.135
1027491.645,0
305592.8133,8501402.129
1108155.201,0
433767.2098,0
1469244.437,0
419348.8622,0
960263.2561,0
681305.7032,0
1073770.806,6936582.706
0,1670088.694
1701300.996,0
349782.2634,0
2745933.028,3680708.812
211596.6194,0
816334.7524,9575562.657
621741.2727,6703739.328
458297.5207,0
1859508.407,0
443861.8346,0
246469.8201,9309584.339
174984.4936,6653744.311
947744.7389,0
799757.2471,8078959.467
305767.4808,0
461209.3062,0
713777.5199,8747616.449
2115202.322,0
0,0
462684.2842,0
400751.7409,0
220428.0312,0
1282564.366,0
763059.7117,0
342002.4555,0
226971.9347,0
395631.9266,0
109814.2803,0
1905760.634,0
296775.8355,0
598611.8266,0
273798.9833,0
265924.806,0
953548.3313,1383343.488
448818.7735,0
886852.3766,0
538221.9758,0
1151779.059,0
2010013.146,7014523.56
445357.6715,0
128348.8851,2777041.887
816287.3134,0
123061.6909,0
1128344.481,0
833353.9608,0
132704.9854,0
497584.3436,4312996.196
851419.1047,0
675137.03,0
383978.535,0
1204194.763,0
575846.2436,0
519705.6751,0
247375.5456,0
944436.7344,0
0,0
2243004.032,5356193.676
372920.1947,0
1929919.193,0
350377.6076,0
629806.6529,0
475188.6068,5445321.675
565906.7537,0
476133.6261,0
230989.8654,0
952126.1798,0
362818.66,0
284467.7085,0
885432.8843,0
654602.8767,0
0,0
858843.9818,0
537843.6786,8336038.509
188441.9716,0
914198.0781,0
231696.2555,0
807963.5135,0
811117.0139,10970953.88
567979.3506,0
2057437.335,0
240114.6224,0
95835.1109,0
600744.5344,1927814.524
0,0
663179.8107,0
840596.2765,0
790810.4268,10767716.6
1012982.966,0
913080.3782,3925403.098
150729.9394,5763639.602
696441.8926,11812418.32
2067750.58,0
118636.1225,1961339.998
395573.8382,0
197823.3124,0
630928.1523,704790.5796
686606.05,0
544591.3878,0
178620.2439,0
340596.5639,0
0,0
0,0
664268.291,0
464319.1428,0
0,0
313341.0891,0
568810.9766,0
229957.0511,0
0,3083259.951
1663689.549,0
1471867.631,0
275735.4791,0
247680.0968,0
0,7372665.331
576656.9131,0
533005.321,0
519829.2528,3919902.719
812482.8697,0
260096.954,0
359827.9564,0
496549.9408,0
1623818.608,0
324159.9172,0
1107558.189,0
139792.7667,0
1648829.749,0
536111.0943,0
836956.1726,0
705982.5031,0
407233.9592,0
521911.9973,1633209.67
682136.5787,0
241259.183,0
106603.5593,0
142739.3487,0
1033173.721,0
619561.1136,0
575674.1151,0
752715.3242,0
939495.7545,0
1111900.106,0
728409.2132,0
382625.548,5101984.574
1396106.779,0
462159.1045,4141234.57
897069.1707,0
719528.4131,0
558628.777,0
1095676.082,0
2567821.644,0
400762.0648,0
0,0
427754.2326,8462388.132
466586.245,0
466608.3083,0
413822.4446,1950441.262
108816.8025,5794304.468
465525.0432,0
0,0
0,0
342423.5707,0
824181.7769,0
0,0
569411.347,8103906.783
0,0
513883.2032,4641625.25
0,0
979599.6925,0
968629.53,3259725.73
479219.7592,7533431.982
1675970.718,0
596095.9716,0
1021717.35,0
458796.7642,0
1025985.695,0
1726801.185,0
715427.3641,0
349863.042,5494897.329
548499.3555,0
174375.5707,0
0,5491149.672
0,3286950.102
0,0
0,0
628961.0263,0
381890.0051,0
341621.4615,0
1026531.066,0
297679.0513,0
871091.0664,0
0,3930872.978
0,0
1433640.698,0
101545.4985,0
1338962.749,0
541135.9596,0
421692.5232,0
666043.0416,0
760702.8388,0
1429588.458,0
206007.1804,0
755976.5868,0
1530241.913,0
908774.019,8786522.567
1532608.019,0
389658.4578,0
688272.0224,525314.1817
489671.5847,0
253353.4474,0
0,0
1236270.505,7818979.933
772576.572,0
654883.5442,0
45886.42116,0
420194.0423,0
729158.167,6685276.306
0,0
0,0
569593.8169,0
568976.8695,0
318267.9726,0
658399.9912,0
102987.3677,0
56878.97324,0
797002.5328,7477123.654
1023851.803,0
414291.7267,0
1594940.811,0
120587.1553,10238372.12
1036042.7,5967062.693
0,0
639898.4854,0
2413541.188,0
165463.5617,0
274444.7466,4549971.304
239274.0242,4936667.845
832274.7163,0
862857.4747,0
877276.9652,0
477191.0627,0
203579.7312,7514990.128
157799.1949,3977516.356
508909.8917,3927169.337
356103.4622,0
1140728.434,0
0,0
613316.4711,2753168.946
763406.0972,0
781188.1629,0
297590.5534,0
237344.3944,0
545333.6357,0
503975.5498,0
317702.9959,1632497.512
771228.9446,0
703772.0492,0
889225.5732,9949322.798
832689.095,4599208.079
562748.7365,7091221.614
601321.7928,0
